"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Physical","Horizon","BOOK","2009","3","150","Outliers : the story of success / Malcolm Gladwell.","Gladwell, Malcolm, 1963-","Successful people, Success","Little, Brown and Co.,","2008."
"Physical","Horizon","VIDEODISC","2009","4","150","The Spiderwick chronicles [videorecording] / Paramount Pictures ; Nickelodeon Movies ; a Kennedy/Marshall production ; a Mark Canton production ; produced by Mark Canton, Larry Franco, Ellen Goldsmith-Vein, Karey Kirkpatrick ; screenplay by Karey Kirkpatrick and David Berenbaum and John Sayles ; directed by Mark Waters.",,"Laboratory notebooks Juvenile drama, Mansions Juvenile drama, Laboratories Juvenile drama, Brothers and sisters Juvenile drama, Families Juvenile drama, Goblins Juvenile drama, Twins Juvenile drama, Feature films, Fiction films, Fantasy films, Action and adventure films, Childrens films, Video recordings for the hearing impaired","Paramount Home Entertainment,","[2008]"
"Physical","Horizon","VIDEODISC","2009","5","150","Hotel for dogs [videorecording] / DreamWorks Pictures and Nickelodeon Movies present in association with Cold Spring Pictures, a Donners' Company/ Montecito Picture Company production ; produced by Lauren Shuler Donner ... [and others] ; screenplay by Jeff Lowell and Bob Schooley & Mark McCorkle ; directed by Thor Freudenthal.",,"Foster children Juvenile drama, Brothers and sisters Juvenile drama, Dogs Juvenile drama, Feral dogs Juvenile drama, Animal rescue Juvenile drama, Hotels Juvenile drama, Abandoned buildings Juvenile drama, Children as inventors Juvenile drama, African American social workers Juvenile drama, Video recordings for the hearing impaired","DreamWorks Home Entertainment,","c2009."
"Physical","Horizon","VIDEODISC","2009","5","150","The Black Dahlia [videorecording] / Millennium Films ; Signature Films ; Nu-Image Films ; Davis-Films ; Equity Pictures Medienfonds GmbH & Co. KG III ; Signature Pictures ; produced by Rudy Cohen, Moshe Diamant, Art Linson ; screenplay by Josh Friedman ; directed by Brian De Palma.",,"Short Elizabeth 1924 1947 Drama, Police California Los Angeles Drama, Murder Investigation California Los Angeles Drama, Mutilation Drama, Man woman relationships California Los Angeles Drama, Feature films, Detective and mystery films, Thrillers Motion pictures, Historical films, Fiction films, Video recordings for the hearing impaired","Universal Pictures,","c2006."
"Physical","Horizon","VIDEODISC","2009","6","150","Blades of glory [videorecording] / Dreamworks Pictures presents a Red Hour/Smart Entertainment production ; produced by Ben Stiller, Stuart Cornfeld, John Jacobs ; story by Craig Cox & Jeff Cox & Busy Philipps ; screenplay by Jeff Cox & Craig Cox and John Altschuler & Dave Krinsky ; directed by Will Speck & John Gordon.",,"Skaters Drama, Skating Drama, Contests Drama, Feature films, Sports films, Video recordings for the hearing impaired, Comedy films","Dreamworks Home Entertainment,","c2007."
"Physical","Horizon","VIDEODISC","2009","7","150","The science of sleep [videorecording] / Warner Independent Pictures et Gaumont ; Partizan Films en co-production avec Gaumont, France 3 Cinema avec la participation de Canal+, TPS Star ; producer, Georges Bermann ; written and directed by Michael Gondry.",,"Dreams Drama, Man woman relationships Drama, Feature films, Romantic comedy films, Video recordings for the hearing impaired, Comedy films","Warner Home Video,","[2007]"
"Physical","Horizon","VIDEODISC","2009","7","150","Married life [videorecording] / Sony Pictures Classics ; Sidney Kimmel Entertainment ; an Anonymous Content,/Firm Films production ; produced by Steve Golin, Sidney Kimmel, Jawal Nga, Ira Sachs ; screenplay by Ira Sachs & Oren Moverman ; directed by Ira Sachs.",,"Man woman relationships Drama, Triangles Interpersonal relations Drama, Uxoricide Drama, Middle class men Drama, Video recordings for the hearing impaired, Fiction films, Feature films","Sony Pictures Home Entertainment,","[2008]"
"Physical","Horizon","VIDEODISC","2009","7","150","The wackness [videorecording] / Sony Pictures Classics ; Occupant Films and SBK Films ; produced by Keith Calder, Felipe Marino, Joe Neurauter ; written and directed by Jonathan Levine.",,"High school students New York State New York Drama, Drug dealers Drama, Marijuana Drama, Psychiatrists New York State New York Drama, Depressed persons Drama, Fiction films, Video recordings for the hearing impaired, Feature films, Comedy films","Sony Pictures Home Entertainment,","c2009."
"Physical","Horizon","VIDEODISC","2009","7","150","The great debaters [videorecording] / The Weinstein Company ; Harpo Films ; produced by Todd Black, Kate Forte, Joe Roth, Oprah Winfrey ; story by Robert Eisele & Jeffrey Porro ; screenplay by Robert Eisele ; directed by Denzel Washington.",,"Debates and debating Drama, Wiley College Marshall Tex Drama, African American college students Drama, African American college teachers Texas Drama, Texas Drama, Feature films, Fiction films, Video recordings for the hearing impaired","Weinstein Company,","c2008."
"Physical","Horizon","VIDEODISC","2009","8","150","Walk hard [videorecording] : the Dewey Cox story / Columbia Pictures in association with Relativity Media ; a Nominated Films production ; produced by Judd Apatow, Jake Kasdan, Clayton Townsend ; written by Judd Apatow & Jake Kasdan ; directed by Jake Kasdan.",,"Musicians Drama, Rock music Drama, Drug addicts Drama, Man woman relationships Drama, Feature films, Musical films, Video recordings for the hearing impaired, Comedy films","Sony Pictures Home Entertainment,","[2008]"
"Physical","Horizon","VIDEODISC","2009","8","150","Marie Antoinette [videorecording] / Columbia Pictures Corporation ; American Zoetrope ; Pricel ; Tohokushinsha Film Corp. ; produced by Sofia Coppola, Ross Katz ; written by Sofia Coppola ; directed by Sofia Coppola.",,"Marie Antoinette Queen consort of Louis XVI King of France 1755 1793 Drama, France History 18th century Drama, Women Conduct of life Drama, Feature films, Historical films, Biographical films, Video recordings for the hearing impaired","Sony Pictures Home Entertainment,","[2007]"
"Physical","Horizon","VIDEODISC","2009","9","150","2 days in Paris",,"Comedy films, Paris France Drama, Video recordings for the hearing impaired, Photographers Drama, Feature films, Man woman relationships France Paris Drama, Vacations France Paris Drama",,
"Physical","Horizon","VIDEODISC","2009","11","150","Weeds. Season three [videorecording] / Lions Gate ; Tilted Productions ; Showtime Networks, Inc. ; created by Jenji Kohan.",,"Marijuana industry Drama, Home based businesses Drama, Drug traffic Drama, Television comedies, Video recordings for the hearing impaired","Lionsgate,","[2007]"
"Physical","Horizon","VIDEODISC","2009","11","150","Quarantine",,"Horror films, Video recordings for the hearing impaired, Feature films, Apartment houses Drama, Reporters and reporting Drama, Infection Drama, Fiction films, Quarantine California Los Angeles Drama, Centers for Disease Control U S Drama",,
"Physical","Horizon","VIDEODISC","2009","11","150","Hairspray",,"Comedy films, Video recordings for the hearing impaired, Dance Drama, Musical films, Feature films, High school students Conduct of life Drama, Overweight persons Drama, Mass media and race relations Drama, Teen television programs Drama",,
"Physical","Horizon","VIDEODISC","2010","1","150","Hotel for dogs [videorecording] / DreamWorks Pictures and Nickelodeon Movies present in association with Cold Spring Pictures, a Donners' Company/ Montecito Picture Company production ; produced by Lauren Shuler Donner ... [and others] ; screenplay by Jeff Lowell and Bob Schooley & Mark McCorkle ; directed by Thor Freudenthal.",,"Foster children Juvenile drama, Brothers and sisters Juvenile drama, Dogs Juvenile drama, Feral dogs Juvenile drama, Animal rescue Juvenile drama, Hotels Juvenile drama, Abandoned buildings Juvenile drama, Children as inventors Juvenile drama, African American social workers Juvenile drama, Video recordings for the hearing impaired","DreamWorks Home Entertainment,","c2009."
"Physical","Horizon","BOOK","2010","1","150","Uncataloged Folder or Bag--BAL",,,,
"Physical","Horizon","VIDEODISC","2010","1","150","Observe and report",,"Comedy films, Man woman relationships Drama, Video recordings for the hearing impaired, Police Drama, Police Private Drama, Police films, Feature films, Criminal behavior Drama, Shopping malls Drama, Fiction films",,
"Physical","Horizon","VIDEODISC","2010","3","150","New moon [videorecording] / Summit Entertainment ; A Temple Hill production in association with Maverick Films/Imprint Entertainment and Sunswept Entertainment ; produced by Wyck Godfrey, Karen Rosenfelt ; screenplay by Melissa Rosenberg ; directed by Chris Weitz.",,"Swan Bella Fictitious character Drama, Cullen Edward Fictitious character Drama, Vampires Drama, Werewolves Drama, Depressed persons Drama, Friendship Drama, Washington State Drama, Fantasy films, Thrillers Motion pictures, Fiction films, Video recordings for the hearing impaired, Feature films","Summit Entertainment,","[2010]"
"Physical","Horizon","VIDEODISC","2010","3","150","National treasure. Book of secrets [videorecording] / Walt Disney Pictures ; Jerry Bruckheimer Films ; a Junction Entertainment production in association with Saturn Films ; produced by Jerry Bruckheimer, Jon Turteltaub ; story by Gregory Poirier and the Wibberleys & Ted Elliott & Terry Rossio ; screenplay by the Wibberleys ; directed by Jon Turteltaub.",,"Lincoln Abraham 1809 1865 Assassination Drama, Conspiracies Drama, Diaries Drama, Official secrets Drama, Mount Rushmore National Memorial S D Drama, Action and adventure films, Thrillers Motion pictures, Detective and mystery films, Fiction films, Feature films, Video recordings for the hearing impaired","Walt Disney Home Entertainment,","[2008]"
"Physical","Horizon","VIDEODISC","2010","4","150","Se, jie [videorecording] = Lust, caution / Haishang Films in association with Focus Features and River Road Entertainment and Sil-Metropole Organisation Ltd and Shanghai Film Group Corporation ; Mr. Yee Productions ; produced by Bill Kong, Ang Lee, James Schamus ; screenplay by Wang Hui-Ling and James Schamus ; directed by Ang Lee.",,"Assassination Drama, Intelligence officers Drama, Femmes fatales Drama, China Drama, Feature films, Motion pictures Chinese, Video recordings for the hearing impaired, Thrillers Motion pictures, War films","Universal Studios Home Entertainment,","[2008]"
"Physical","Horizon","VIDEODISC","2010","4","150","G-Force [videorecording] / Walt Disney Pictures ; Jerry Bruckheimer Films ; produced by Jerry Bruckheimer ; screenplay by The Wibberleys based on a story by Hoyt H. Yeatman, Jr. & David P.I. James ; directed by Hoyt H. Yeatman, Jr.",,"Guinea pigs Juvenile drama, Spies Juvenile drama, Pet shops Juvenile drama, Household appliances Juvenile drama, Childrens films, Video recordings for the hearing impaired, Feature films, Fiction films, Spy films","Disney DVD : Distributed by Buena Vista Home Entertainment,","[2009]"
"Physical","Horizon","VIDEODISC","2010","4","150","Journey to the center of the earth [videorecording] / New Line Cinema ; Walden Media ; produced by Beau Flynn, Charlotte Huggins ; screenplay by Michael Weiss and Jennifer Flackett & Mark Levin ; directed by Eric Brevig.",,"Scientists Drama, Earth Planet Core Drama, Brothers Drama, Nephews Drama, Adventure and adventurers Iceland Drama, Science fiction films, Fantasy films, Video recordings for the hearing impaired, Feature films, Fiction films, Action and adventure films, Thrillers Motion pictures","New Line Home Entertainment : Warner Home Video,","[2008]"
"Physical","Horizon","VIDEODISC","2010","5","150","Knowing [videorecording] / Summit Entertainment ; Escape Artists ; in association with Mystery Clock Cinema ; produced by Todd Black ... [and others] ; story by Ryne Douglas Pearson ; screenplay by Ryne Douglas Pearson and Juliet Snowden & Stiles White ; directed by Alex Proyas.",,"Time capsules Drama, Prophecies Drama, Disasters Drama, College teachers Drama, Fathers and sons Drama, Thrillers Motion pictures, Action and adventure films, Science fiction films, Fiction films, Feature films, Video recordings for the hearing impaired","Summit Entertainment,","c2009."
"Physical","Horizon","VIDEODISC","2010","6","150","Capitalism [videorecording] : a love story / Overture Films and Paramount Vantage present in association with the Weinstein Company, a Dog Eat Dog Films production ; co-producers, Rod Birleson, John Hardesty ; executive producers, Kathleen Glynn, Bob Weinstein, Harvey Weinstein ; produced by Anne Moore ; written, produced and directed by Michael Moore.",,"Capitalism United States, Capitalism Moral and ethical aspects, Capitalism Social aspects, Capitalists and financiers United States, Unemployment United States, Unemployed United States, United States Economic conditions 2001 2009, United States Economic policy 2001 2009, United States Politics and government 2001 2009, Documentary films, Feature films, Nonfiction films, Video recordings for the hearing impaired","Distributed by Anchor Bay Entertainment,","c2010."
"Physical","Horizon","VIDEODISC","2010","6","150","Ice age. Dawn of the dinosaurs [videorecording] / Twentieth Century Fox ; Blue Sky Studios ; produced by John C. Donkin, Lori Forte ; story by Jason Carter Eaton ; screenplay by Michael Berg ... [and others] ; directed by Carlos Saldanha.",,"Glacial epoch Drama, Squirrels Drama, Woolly mammoth Drama, Dinosaurs Drama, Dinosaurs Eggs Drama, Friendship Drama, Saber toothed tigers Drama, Sloths Drama, Action and adventure films, Video recordings for the hearing impaired, Comedy films, Animated films, Childrens films, Feature films, Fiction films","20th Century Fox Home Entertainment,","c2009."
"Physical","Horizon","VIDEODISC","2010","6","150","The namesake [videorecording] / Fox Searchlight Pictures ; Entertainment Farm ; UTV Motion Pictures ; a Mirabai Films & Cine Mosaic production ; produced by Lydia Dean Pilcher, Mira Nair ; screenplay by Sooni Taraporevala ; directed by Mira Nair.",,"East Indians New York State New York Drama, Immigrants New York State New York Drama, Feature films, Video recordings for the hearing impaired","20th Century Fox Home Entertainment,","[2007]"
"Physical","Horizon","VIDEODISC","2010","7","150","The brothers Bloom [videorecording] / Summit Entertainment ; Endgame Entertainment ; produced by Ram Bergman, James D. Stern ; written and directed by Rian Johnson.",,"Swindlers and swindling Drama, Heiresses New Jersey Drama, Brothers Drama, Enemies Drama, Man woman relationships Drama, Comedy films, Gangster films, Feature films, Fiction films, Video recordings for the hearing impaired","E1 Entertainment,","c2009."
"Physical","Horizon","BOOK","2010","8","150","The girl who played with fire / Stieg Larsson ; translated from the Swedish by Reg Keeland.","Larsson, Stieg, 1954-2004","Salander Lisbeth Fictitious character Fiction, Periodical editors Fiction, Hackers Fiction, Human trafficking Fiction, Suspense fiction","Alfred A. Knopf,","2009."
"Physical","Horizon","VIDEODISC","2010","8","150","Role models [videorecording] / Universal ; Relativity Media ; produced by Luke Greenfield, Mary Parent, Matthew Seigel, Scott Stuber ; story by Timothy Dowling and William Blake Herron ; screenplay by Paul Rudd & David Wain & Ken Marino and Timothy Dowling ; directed by David Wain.",,"Community service Punishment Drama, Role models Drama, Youth centers Drama, Mentoring Drama, Video recordings for the hearing impaired, Feature films, Fiction films, Comedy films","Universal Studios Home Entertainment,","[2009]"
"Physical","Horizon","VIDEODISC","2010","9","150","Kick-ass [videorecording] / Lionsgate and Marv ; a Marv Films/Plan B production ; produced by Matthew Vaughn ... [and others] ; screenplay Jane Goldman and Matthew Vaughn ; directed by Matthew Vaughn.",,"Superheroes Drama, Comic book fans Drama, Superhero films, Feature films, Fiction films, Video recordings for the hearing impaired","Lions Gate Films,","c2010."
"Physical","Horizon","VIDEODISC","2010","10","150","Leatherheads [videorecording] / A Universal Picture ; a Smokehouse Pictures/Casey Silver Production ; produced by Grant Heslov, Casey Silver ; written by Duncan Brantley & Rick Reilly ; directed by George Clooney.",,"Football players Drama, Professional sports Drama, Sports franchises Drama, Women sportswriters Drama, Man woman relationships Drama, Feature films, Fiction films, Football films, Sports films, Video recordings for the hearing impaired, Comedy films","Universal Studios Home Entertainment,","c2008."
"Physical","Horizon","VIDEODISC","2010","11","150","The Pacific [videorecording] / HBO miniseries ; Playtone ; Dreamworks ; written by Bruce C McKenna ... [and others] ; directed by Tim Van Patten ... [et al.]",,"World War 1939 1945 Campaigns Pacific Ocean Drama, Fiction television programs, Television mini series, War television programs, Video recordings for the hearing impaired","Home Box Office ; distributed by Warner Home Video,","c2010."
"Physical","Horizon","VIDEODISC","2010","11","150","In the valley of Elah [videorecording] / Warner Independent Pictures in association with NALA Films, Summit Entertainment and SMC ; a Blackfriar's Bridge production ; produced by Paul Haggis ... [and others] ; story by Mark Boal & Paul Haggis ; screenplay and directed by Paul Haggis.",,"Absence without leave Drama, Fathers and sons Drama, Murder Investigation Drama, Feature films, Thrillers Motion pictures, Fiction films, Video recordings for the hearing impaired, Detective and mystery films","Warner Home Video,","[2008]"
"Physical","Horizon","VIDEODISC","2010","11","150","Harry Potter and the half-blood prince [videorecording] / Warner Bros. Pictures ; a Heyday Films production ; produced by David Heyman, David Barron ; screenplay by Steve Kloves ; directed by David Yates.",,"Potter Harry Fictitious character Drama, Hogwarts School of Witchcraft and Wizardry Imaginary organization Drama, Wizards England Drama, Teenagers Conduct of life Drama, Good and evil Drama, Fantasy films, Feature films, Fiction films, Video recordings for the hearing impaired","Warner Home Video,","c2009."
"Physical","Horizon","VIDEODISC","2010","12","150","The visitor [videorecording] / Overture Films ; Groundswell ; Participant Productions ; a Next Wednesday production ; produced by Michael London, Mary Jane Skalski ; written and directed by Tom McCarthy.",,"College teachers Drama, Widowers Drama, Illegal aliens Drama, New York N Y Drama, Fiction films, Feature films, Video recordings for the hearing impaired","Distributed by Anchor Bay Entertainment,","[2008]"
"Physical","Horizon","VIDEODISC","2011","2","150","Elegy [videorecording] / Lakeshore Entertainment ; produced by Andre Lamal, Gary Lucchesi, Tom Rosenberg ; screenplay by Nicholas Meyer ; directed by Isabel Coixet.",,"Teacher student relationships Drama, Men Sexual behavior Drama, Man woman relationships Drama, Video recordings for the hearing impaired, Feature films, Fiction films","Sony Pictures Home Entertainment,","[2009]"
"Physical","Horizon","VIDEODISC","2011","2","150","Percy Jackson & the Olympians [videorecording] : the lightning thief / 20th Century Fox ; Dune Entertainment ; Fox 2000 Pictures ; a 1492 Pictures/Sunswept Entertainment production ; produced by Karen Rosenfelt, Christ Columbus, Michael Barnathan, Mark Radcliff ; screenplay by Craig Titley ; directed by Chris Columbus.",,"Jackson Percy Fictitious character Drama, Teenagers Conduct of life Drama, Zeus Greek deity Drama, Gods Greek Drama, Mythology Greek Drama, Malicious accusation Drama, Fantasy films, Action and adventure films, Feature films, Fiction films, Video recordings for people with visual disabilities, Video recordings for the hearing impaired","20th Century Fox Home Entertainment,","c2010."
"Physical","Horizon","VIDEODISC","2011","2","150","The Savages [videorecording] / Fox Searchlight Pictures in association with Lone Star Film Group ; This Is That Production in association with Ad Hominem Enterprises and Cooper's Town Productions ; produced by Anne Carey, Ted Hope, Erica Westheimer ; written and directed by Tamara Jenkins.",,"Brothers and sisters Drama, Parent and adult child Drama, Adult child abuse victims Drama, Dementia Drama, Feature films, Video recordings for the hearing impaired, Comedy films","20th Century Fox Home Entertainment,","[2008]"
"Physical","Horizon","VIDEODISC","2011","2","150","Iron Man [videorecording] / Paramount Pictures ; a Marvel Studios production in association with Fairview Entertainment ; produced by Avi Arad, Kevin Feige ; screenplay by Mark Fergus & Hawk Ostby and Art Marcum & Matt Holloway ; directed by Jon Favreau.",,"Iron Man Fictitious character Drama, Superhero films, Feature films, Fiction films, Video recordings for the hearing impaired, Action and adventure films","Paramount,","[2008]"
"Physical","Horizon","VIDEODISC","2011","3","150","Frozen river [videorecording] / Sony Pictures Classics ; Harwood Hunt Productions and Cohen Media Group in association with Offhollywood Pictures ; produced by Chip Hourihan, Heather Rae ; written and directed by Courtney Hunt.",,"Single mothers Drama, Mohawk women Drama, Smuggling Drama, Smuggling Investigation New York State Drama, Police State New York State Drama, Video recordings for the hearing impaired, Feature films, Fiction films","Sony Pictures Home Entertainment,","[2009]"
"Physical","Horizon","VIDEODISC","2011","3","150","Pineapple express [videorecording] / Columbia Pictures in association with Relativity Media ; an Apatow Company production ; produced by Judd Apatow, Shauna Robertson ; story by Judd Apatow and Seth Rogen & Evan Goldberg ; screenplay by Seth Rogen & Evan Goldberg ; directed by David Gordon Green.",,"Slackers Drama, Drug dealers Drama, Marijuana Drama, Witnesses Drama, Police corruption Drama, Comedy films, Thrillers Motion pictures, Gangster films, Video recordings for the hearing impaired, Feature films, Fiction films","Sony Pictures Home Entertainment,","[2009]"
"Physical","Horizon","VIDEODISC","2011","3","150","Cyrus [videorecording] / Fox Searchlight Pictures ; a Scott Free production ; produced by Michael Costigan ; written and directed by Jay Duplass & Mark Duplass.",,"Man woman relationships Drama, Divorced people Drama, Mothers and sons Drama, Fiction films, Feature films, Video recordings for the hearing impaired, Comedy films","[20th Century Fox],","[2010]"
"Physical","Horizon","VIDEODISC","2011","4","150","Ponyo [videorecording] / Walt Disney Pictures and Studio Ghibli ; Nihon Telebi ; Dentsu ; Hakuhodo DYMP ; Dizunî ; Mitsubishi Shouji ; Toho ; Asahi Inryou ; producer, Toshio Suzuki ; English version producers, Steve Alpert, Kathleen Kennedy, Frank Marshall ; written by Hayao Miyazaki ; directed by Hayao Miyazaki.",,"Goldfish Juvenile fiction, Boys Juvenile fiction, Conduct of life Fiction, Human animal relationships Juvenile fiction, Friendship Fiction, Fathers and daughters Juvenile fiction, Goddesses Juvenile fiction, Feature films, Childrens films, Animated films, Video recordings for the hearing impaired","Disney DVD : Distributed by Buena Vista Home Entertainment,","[2010]"
"Physical","Horizon","VIDEODISC","2011","4","150","The secret life of bees [videorecording] / Fox Searchlight Pictures ; an Overbrook Entertainment and Donners' Company production ; produced by James Lassiter, Joe Pichirallo, Lauren Shuler Donner, Will Smith ; written for the screen and directed by Gina Prince-Bythewood.",,"Abused teenagers Southern States Drama, Beekeepers Southern States Drama, United States Race relations Drama, African American sisters Southern States Drama, Video recordings for the hearing impaired, Feature films, Fiction films","20th Century Fox Home Entertainment,","[2009]"
"Physical","Horizon","VIDEODISC","2011","5","150","Valkyrie [videorecording] = Walküre / Metro-Goldwyn-Mayer ; United Artists ; a Bad Hat Harry production ; an Achte Babelsberg film co-production ; directed by Bryan Singer ; written by Christopher McQuarrie & Nathan Alexander ; produced by Bryan Singer, Christopher McQuarrie, Gilbert Adler.",,"Operation Valkyrie 1944 Drama, Hitler Adolf 1889 1945 Assassination attempt 1944 July 20 Drama, Schenk von Stauffenberg Klaus Philipp Graf 1907 1944 Drama, Fiction films, Feature films, Thrillers Motion pictures, War films, Video recordings for the hearing impaired, Historical films","Metro Goldwyn Mayer Home Entertainment : Twentieth Century Fox Home Entertainment [distributor],","[2009]"
"Physical","Horizon","VIDEODISC","2011","5","150","The duchess [videorecording] / Paramount Vantage ; Pathé ; BBC Films ; in association with Pathé Renn Production and BIM Distribuzione ; a Qwerty Films/Magnolia Mae Films production ; produced by Michael Kuhn, Gabrielle Tana ; screenplay by Jeffrey Hatcher and Anders Thomas Jensen and Saul Dibb ; directed by Saul Dibb.",,"Devonshire Georgiana Spencer Cavendish Duchess of 1757 1806 Drama, Married women England Drama, Adultery England Drama, Triangles Interpersonal relations Drama, Scandals Drama, Biographical films, Historical films, Video recordings for the hearing impaired, Feature films","Paramount Home Entertainment,","2008."
"Physical","Horizon","VIDEODISC","2011","5","150","True blood. The complete first season [videorecording] / Home Box Office ; produced by Alexander Woo, Carol Dunn Trussell.",,"Stackhouse Sookie Fictitious character Drama, Vampires Drama, Waitresses Drama, Bars Drinking establishments Drama, Louisiana Drama, Fantasy television programs, Horror television programs, Video recordings for the hearing impaired, Television series, Fiction television programs","Home Box Office ; Distributed by Warner Home Video,","c2009."
"Physical","Horizon","VIDEODISC","2011","6","150","W. [videorecording] / Lionsgate, Omilab Media, QED International and Block/Hanson in association with Emperor Motion Pictures, Millbrook Pictures and Global Entertainment Group ; a Moritz Borman/Ixtlan production ; produced by Bill Block, Moritz Borman, Paul Hanson, Eric Kopeloff ; written by Stanley Weiser ; directed by Oliver Stone.",,"Bush George W George Walker 1946 Drama, Bush Laura Welch 1946 Drama, Presidents United States Election 2000 Drama, Presidents United States Election 2004 Drama, Iraq War 2003 2011 Drama, Historical films, Biographical films, Video recordings for the hearing impaired, Feature films, Fiction films","Lionsgate,","[2009]"
"Physical","Horizon","VIDEODISC","2011","7","150","Mad men. Season one [videorecording] / AMC ; Lions Gate Television Inc. ; Weiner Brothers.",,"Advertising agencies Drama, Man woman relationships New York State New York Drama, Advertising Drama, Businessmen Drama, Nineteen sixties Drama, Madison Avenue New York N Y Drama, Television series, Fiction television programs, Video recordings for the hearing impaired","Lionsgate,","[2008]"
"Physical","Horizon","VIDEODISC","2011","7","150","Frost/Nixon [videorecording] / Universal Pictures ; Imagine Entertainment ; Working Title Films ; in association with StudioCanal ; produced by Brian Grazer, Ron Howard, Tim Bevan, Eric Fellner ; screenplay by Peter Morgan ; directed by Ron Howard.",,"Nixon Richard M Richard Milhous 1913 1994 Drama, Frost David 1939 April 7 Drama, Watergate Affair 1972 1974 Drama, Presidents Interviews Drama, Abuse of administrative power Drama, Biographical films, Historical films, Video recordings for the hearing impaired, Feature films","Universal Studios Home Entertainment,","[2009]"
"Physical","Horizon","VIDEODISC","2011","8","150","The kite runner [videorecording] / DreamWorks Pictures ; Paramount Classics ; Participant Productions ; a Sidney Kimmel Entertainment and Parkes/MacDonald production ; produced by William Horberg, Walter Parkes, Rebecca Yeldham and E. Bennett Walsh ; screenplay by David Benioff ; directed by Marc Forster.",,"Kabul Afghanistan Drama, Male friendship Drama, Social classes Drama, Afghanistan Drama, Betrayal Drama, Boys Drama, Thrillers Motion pictures, Video recordings for the hearing impaired, Feature films","Paramount Home Entertainment,","[2008]"
"Physical","Horizon","VIDEODISC","2011","8","150","Away we go [videorecording] / Focus Features ; Big Beach ; produced by Edward Saxon, Marc Turtletaub, Peter Saraf ; written by Dave Eggers & Vendela Vega ; directed by Sam Mendes.",,"Couples Drama, Pregnant women Drama, Parenting Drama, Married people Drama, Friendship Drama, Families Drama, Comedy films, Feature films, Fiction films, Video recordings for the hearing impaired","Universal Studios Home Entertainment,","c2009."
"Physical","Horizon","VIDEODISC","2011","9","150","Burn after reading [videorecording] / Focus Features ; Working Title ; in association with StudioCanal and Relativity Media ; produced, written and directed by Joel Coen and Ethan Coen.",,"United States Central Intelligence Agency Drama, Adultery Drama, Extortion Drama, Fiction films, Gangster films, Video recordings for the hearing impaired, Feature films, Comedy films","Universal Studios Home Entertainment,","c2008."
"Physical","Horizon","VIDEODISC","2011","9","150","Duplicity [videorecording] / Universal Pictures, Relativity Media ; produced by Jennifer Fox, Kerry Orent, Laura Bickford ; written and directed by Tony Gilroy.",,"Agents provocateurs Drama, New products Drama, Competition Drama, Patents Drama, Man woman relationships Drama, Spy films, Action and adventure films, Video recordings for the hearing impaired, Feature films, Fiction films","Universal Studios Home Entertainment,","[2009]"
"Physical","Horizon","VIDEODISC","2011","12","150","Crazy heart [videorecording] / Fox Searchlight Pictures ; an Informant Media/Butchers Run Films production ; produced by Robert Duvall, Rob Carliner, Judy Cairo, T Bone Burnett ; written for the screen, produced and directed by Scott Cooper.",,"Country musicians Drama, Man woman relationships Drama, Alcoholics Drama, Feature films, Fiction films, Musical films, Video recordings for the hearing impaired","20th Century Fox Home Entertainment,","c2010."
"Physical","Horizon","VIDEODISC","2012","1","150","Cedar Rapids [videorecording] / Fox Searchlight Pictures ; an Ad Hominem Enterprises production ; produced by Jim Burke, Alexander Payne, Jim Taylor ; written by Phil Johnston ; directed by Miguel Arteta.",,"Insurance agents Drama, Cedar Rapids Iowa Drama, City and town life Drama, Feature films, Fiction films, Video recordings for the hearing impaired, Comedy films","20th Century Fox Home Entertainment,","2011."
"Physical","Horizon","VIDEODISC","2012","1","150","It's complicated [videorecording] / Universal Pictures in association with Relativity Media ; a Waverly Films/Scott Rudin production ; produced by Nancy Meyers, Scott Rudin ; written and directed by Nancy Meyers.",,"Divorced women Drama, Bakeries California Santa Barbara Drama, Architects Drama, Man woman relationships California Drama, Romantic comedy films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities, Feature films, Fiction films","Universal Studios Home Entertainment,","c2010."
"Physical","Horizon","BOOK","2012","1","150","The sense of an ending / Julian Barnes.","Barnes, Julian","Middle aged men Fiction, Life change events Fiction, Male friendship Fiction, Psychological fiction","Alfred A. Knopf,","c2011."
"Physical","Horizon","VIDEODISC","2012","2","150","Fright night [videorecording] / Touchstone Pictures ; DreamWorks Pictures and Reliance Entertainment ; a Michael DeLuca and Gaeta/Rosenzsweig production ; produced by Michael DeLuca, Alison Rosenzweig ; screenplay by Marti Noxon ; directed by Craig Gillespie.",,"Vampires Drama, High school students Drama, Feature films, Vampire films, Horror films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Distributed by Buena Vista Home Entertainment,","c2011."
